Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
841,Australia,Sweet potatoes,1990,137140,534.0,17866.0,14.16,sweet potatoes
842,Australia,Sweet potatoes,1990,137140,534.0,17866.0,18.05,sweet potatoes
843,Australia,Sweet potatoes,1990,137140,534.0,17866.0,17.47,sweet potatoes
856,Australia,Potatoes,1991,285359,534.0,17866.0,16.78,potatoes
857,Australia,Potatoes,1991,285359,534.0,17866.0,20.29,potatoes
858,Australia,Potatoes,1991,285359,534.0,17866.0,12.22,potatoes
859,Australia,Potatoes,1991,285359,534.0,17866.0,13.77,potatoes
860,Australia,Potatoes,1991,285359,534.0,17866.0,18.73,potatoes
861,Australia,Potatoes,1991,285359,534.0,17866.0,17.85,potatoes
874,Australia,Soybeans,1991,15551,534.0,17866.0,16.78,soybeans
875,Australia,Soybeans,1991,15551,534.0,17866.0,20.29,soybeans
876,Australia,Soybeans,1991,15551,534.0,17866.0,12.22,soybeans
877,Australia,Soybeans,1991,15551,534.0,17866.0,13.77,soybeans
878,Australia,Soybeans,1991,15551,534.0,17866.0,18.73,soybeans
879,Australia,Soybeans,1991,15551,534.0,17866.0,17.85,soybeans
880,Australia,Sweet potatoes,1991,151142,534.0,17866.0,16.78,sweet potatoes
881,Australia,Sweet potatoes,1991,151142,534.0,17866.0,20.29,sweet potatoes
882,Australia,Sweet potatoes,1991,151142,534.0,17866.0,12.22,sweet potatoes
883,Australia,Sweet potatoes,1991,151142,534.0,17866.0,13.77,sweet potatoes
884,Australia,Sweet potatoes,1991,151142,534.0,17866.0,18.73,sweet potatoes
885,Australia,Sweet potatoes,1991,151142,534.0,17866.0,17.85,sweet potatoes
898,Australia,Potatoes,1992,289220,534.0,22234.0,15.78,potatoes
899,Australia,Potatoes,1992,289220,534.0,22234.0,19.79,potatoes
900,Australia,Potatoes,1992,289220,534.0,22234.0,11.21,potatoes
901,Australia,Potatoes,1992,289220,534.0,22234.0,13.31,potatoes
902,Australia,Potatoes,1992,289220,534.0,22234.0,18.45,potatoes
903,Australia,Potatoes,1992,289220,534.0,22234.0,16.89,potatoes
916,Australia,Soybeans,1992,21141,534.0,22234.0,15.78,soybeans
917,Australia,Soybeans,1992,21141,534.0,22234.0,19.79,soybeans
918,Australia,Soybeans,1992,21141,534.0,22234.0,11.21,soybeans
919,Australia,Soybeans,1992,21141,534.0,22234.0,13.31,soybeans
920,Australia,Soybeans,1992,21141,534.0,22234.0,18.45,soybeans
921,Australia,Soybeans,1992,21141,534.0,22234.0,16.89,soybeans
922,Australia,Sweet potatoes,1992,127548,534.0,22234.0,15.78,sweet potatoes
923,Australia,Sweet potatoes,1992,127548,534.0,22234.0,19.79,sweet potatoes
924,Australia,Sweet potatoes,1992,127548,534.0,22234.0,11.21,sweet potatoes
925,Australia,Sweet potatoes,1992,127548,534.0,22234.0,13.31,sweet potatoes
926,Australia,Sweet potatoes,1992,127548,534.0,22234.0,18.45,sweet potatoes
927,Australia,Sweet potatoes,1992,127548,534.0,22234.0,16.89,sweet potatoes
940,Australia,Potatoes,1993,290981,534.0,23899.0,16.71,potatoes
941,Australia,Potatoes,1993,290981,534.0,23899.0,20.19,potatoes
942,Australia,Potatoes,1993,290981,534.0,23899.0,11.84,potatoes
943,Australia,Potatoes,1993,290981,534.0,23899.0,13.81,potatoes
944,Australia,Potatoes,1993,290981,534.0,23899.0,18.03,potatoes
945,Australia,Potatoes,1993,290981,534.0,23899.0,17.42,potatoes
958,Australia,Soybeans,1993,16168,534.0,23899.0,16.71,soybeans
959,Australia,Soybeans,1993,16168,534.0,23899.0,20.19,soybeans
960,Australia,Soybeans,1993,16168,534.0,23899.0,11.84,soybeans
961,Australia,Soybeans,1993,16168,534.0,23899.0,13.81,soybeans
962,Australia,Soybeans,1993,16168,534.0,23899.0,18.03,soybeans
963,Australia,Soybeans,1993,16168,534.0,23899.0,17.42,soybeans
964,Australia,Sweet potatoes,1993,132702,534.0,23899.0,16.71,sweet potatoes
965,Australia,Sweet potatoes,1993,132702,534.0,23899.0,20.19,sweet potatoes
966,Australia,Sweet potatoes,1993,132702,534.0,23899.0,11.84,sweet potatoes
967,Australia,Sweet potatoes,1993,132702,534.0,23899.0,13.81,sweet potatoes
968,Australia,Sweet potatoes,1993,132702,534.0,23899.0,18.03,sweet potatoes
969,Australia,Sweet potatoes,1993,132702,534.0,23899.0,17.42,sweet potatoes
982,Australia,Potatoes,1994,294270,534.0,21057.0,16.43,potatoes
983,Australia,Potatoes,1994,294270,534.0,21057.0,19.59,potatoes
984,Australia,Potatoes,1994,294270,534.0,21057.0,11.6,potatoes
985,Australia,Potatoes,1994,294270,534.0,21057.0,13.52,potatoes
986,Australia,Potatoes,1994,294270,534.0,21057.0,19.17,potatoes
987,Australia,Potatoes,1994,294270,534.0,21057.0,17.36,potatoes
1000,Australia,Soybeans,1994,19999,534.0,21057.0,16.43,soybeans
1001,Australia,Soybeans,1994,19999,534.0,21057.0,19.59,soybeans
1002,Australia,Soybeans,1994,19999,534.0,21057.0,11.6,soybeans
1003,Australia,Soybeans,1994,19999,534.0,21057.0,13.52,soybeans
1004,Australia,Soybeans,1994,19999,534.0,21057.0,19.17,soybeans
1005,Australia,Soybeans,1994,19999,534.0,21057.0,17.36,soybeans
1006,Australia,Sweet potatoes,1994,140961,534.0,21057.0,16.43,sweet potatoes
1007,Australia,Sweet potatoes,1994,140961,534.0,21057.0,19.59,sweet potatoes
1008,Australia,Sweet potatoes,1994,140961,534.0,21057.0,11.6,sweet potatoes
1009,Australia,Sweet potatoes,1994,140961,534.0,21057.0,13.52,sweet potatoes
1010,Australia,Sweet potatoes,1994,140961,534.0,21057.0,19.17,sweet potatoes
1011,Australia,Sweet potatoes,1994,140961,534.0,21057.0,17.36,sweet potatoes
1024,Australia,Potatoes,1995,298183,534.0,25598.0,16.14,potatoes
1025,Australia,Potatoes,1995,298183,534.0,25598.0,20.12,potatoes
1026,Australia,Potatoes,1995,298183,534.0,25598.0,11.39,potatoes
1027,Australia,Potatoes,1995,298183,534.0,25598.0,13.14,potatoes
1028,Australia,Potatoes,1995,298183,534.0,25598.0,18.88,potatoes
1029,Australia,Potatoes,1995,298183,534.0,25598.0,16.95,potatoes
1042,Australia,Soybeans,1995,15318,534.0,25598.0,16.14,soybeans
1043,Australia,Soybeans,1995,15318,534.0,25598.0,20.12,soybeans
1044,Australia,Soybeans,1995,15318,534.0,25598.0,11.39,soybeans
1045,Australia,Soybeans,1995,15318,534.0,25598.0,13.14,soybeans
1046,Australia,Soybeans,1995,15318,534.0,25598.0,18.88,soybeans
1047,Australia,Soybeans,1995,15318,534.0,25598.0,16.95,soybeans
1048,Australia,Sweet potatoes,1995,155252,534.0,25598.0,16.14,sweet potatoes
1049,Australia,Sweet potatoes,1995,155252,534.0,25598.0,20.12,sweet potatoes
1050,Australia,Sweet potatoes,1995,155252,534.0,25598.0,11.39,sweet potatoes
1051,Australia,Sweet potatoes,1995,155252,534.0,25598.0,13.14,sweet potatoes
1052,Australia,Sweet potatoes,1995,155252,534.0,25598.0,18.88,sweet potatoes
1053,Australia,Sweet potatoes,1995,155252,534.0,25598.0,16.95,sweet potatoes
1066,Australia,Potatoes,1996,312853,534.0,31185.0,16.12,potatoes
1067,Australia,Potatoes,1996,312853,534.0,31185.0,20.06,potatoes
1068,Australia,Potatoes,1996,312853,534.0,31185.0,11.29,potatoes
1069,Australia,Potatoes,1996,312853,534.0,31185.0,13.05,potatoes
1070,Australia,Potatoes,1996,312853,534.0,31185.0,19.13,potatoes
1071,Australia,Potatoes,1996,312853,534.0,31185.0,17.05,potatoes
1084,Australia,Soybeans,1996,18740,534.0,31185.0,16.12,soybeans
1085,Australia,Soybeans,1996,18740,534.0,31185.0,20.06,soybeans
1086,Australia,Soybeans,1996,18740,534.0,31185.0,11.29,soybeans
1087,Australia,Soybeans,1996,18740,534.0,31185.0,13.05,soybeans
1088,Australia,Soybeans,1996,18740,534.0,31185.0,19.13,soybeans
1089,Australia,Soybeans,1996,18740,534.0,31185.0,17.05,soybeans
1090,Australia,Sweet potatoes,1996,172474,534.0,31185.0,16.12,sweet potatoes
1091,Australia,Sweet potatoes,1996,172474,534.0,31185.0,20.06,sweet potatoes
1092,Australia,Sweet potatoes,1996,172474,534.0,31185.0,11.29,sweet potatoes
1093,Australia,Sweet potatoes,1996,172474,534.0,31185.0,13.05,sweet potatoes
1094,Australia,Sweet potatoes,1996,172474,534.0,31185.0,19.13,sweet potatoes
1095,Australia,Sweet potatoes,1996,172474,534.0,31185.0,17.05,sweet potatoes
1108,Australia,Potatoes,1997,313056,534.0,34091.0,16.48,potatoes
1109,Australia,Potatoes,1997,313056,534.0,34091.0,20.16,potatoes
1110,Australia,Potatoes,1997,313056,534.0,34091.0,12.13,potatoes
1111,Australia,Potatoes,1997,313056,534.0,34091.0,13.93,potatoes
1112,Australia,Potatoes,1997,313056,534.0,34091.0,18.94,potatoes
1113,Australia,Potatoes,1997,313056,534.0,34091.0,17.51,potatoes
1126,Australia,Soybeans,1997,18974,534.0,34091.0,16.48,soybeans
1127,Australia,Soybeans,1997,18974,534.0,34091.0,20.16,soybeans
1128,Australia,Soybeans,1997,18974,534.0,34091.0,12.13,soybeans
1129,Australia,Soybeans,1997,18974,534.0,34091.0,13.93,soybeans
1130,Australia,Soybeans,1997,18974,534.0,34091.0,18.94,soybeans
1131,Australia,Soybeans,1997,18974,534.0,34091.0,17.51,soybeans
1132,Australia,Sweet potatoes,1997,244444,534.0,34091.0,16.48,sweet potatoes
1133,Australia,Sweet potatoes,1997,244444,534.0,34091.0,20.16,sweet potatoes
1134,Australia,Sweet potatoes,1997,244444,534.0,34091.0,12.13,sweet potatoes
1135,Australia,Sweet potatoes,1997,244444,534.0,34091.0,13.93,sweet potatoes
1136,Australia,Sweet potatoes,1997,244444,534.0,34091.0,18.94,sweet potatoes
1137,Australia,Sweet potatoes,1997,244444,534.0,34091.0,17.51,sweet potatoes
1150,Australia,Potatoes,1998,322292,534.0,37215.0,16.28,potatoes
1151,Australia,Potatoes,1998,322292,534.0,37215.0,20.62,potatoes
1152,Australia,Potatoes,1998,322292,534.0,37215.0,12.46,potatoes
1153,Australia,Potatoes,1998,322292,534.0,37215.0,13.61,potatoes
1154,Australia,Potatoes,1998,322292,534.0,37215.0,18.9,potatoes
1155,Australia,Potatoes,1998,322292,534.0,37215.0,18.05,potatoes
1168,Australia,Soybeans,1998,17035,534.0,37215.0,16.28,soybeans
1169,Australia,Soybeans,1998,17035,534.0,37215.0,20.62,soybeans
1170,Australia,Soybeans,1998,17035,534.0,37215.0,12.46,soybeans
1171,Australia,Soybeans,1998,17035,534.0,37215.0,13.61,soybeans
1172,Australia,Soybeans,1998,17035,534.0,37215.0,18.9,soybeans
1173,Australia,Soybeans,1998,17035,534.0,37215.0,18.05,soybeans
1174,Australia,Sweet potatoes,1998,276923,534.0,37215.0,16.28,sweet potatoes
1175,Australia,Sweet potatoes,1998,276923,534.0,37215.0,20.62,sweet potatoes
1176,Australia,Sweet potatoes,1998,276923,534.0,37215.0,12.46,sweet potatoes
1177,Australia,Sweet potatoes,1998,276923,534.0,37215.0,13.61,sweet potatoes
1178,Australia,Sweet potatoes,1998,276923,534.0,37215.0,18.9,sweet potatoes
1179,Australia,Sweet potatoes,1998,276923,534.0,37215.0,18.05,sweet potatoes
1192,Australia,Potatoes,1999,321265,534.0,34200.0,16.77,potatoes
1193,Australia,Potatoes,1999,321265,534.0,34200.0,19.75,potatoes
1194,Australia,Potatoes,1999,321265,534.0,34200.0,12.1,potatoes
1195,Australia,Potatoes,1999,321265,534.0,34200.0,14.2,potatoes
1196,Australia,Potatoes,1999,321265,534.0,34200.0,19.28,potatoes
1197,Australia,Potatoes,1999,321265,534.0,34200.0,17.55,potatoes
1210,Australia,Soybeans,1999,22667,534.0,34200.0,16.77,soybeans
1211,Australia,Soybeans,1999,22667,534.0,34200.0,19.75,soybeans
1212,Australia,Soybeans,1999,22667,534.0,34200.0,12.1,soybeans
1213,Australia,Soybeans,1999,22667,534.0,34200.0,14.2,soybeans
1214,Australia,Soybeans,1999,22667,534.0,34200.0,19.28,soybeans
1215,Australia,Soybeans,1999,22667,534.0,34200.0,17.55,soybeans
1216,Australia,Sweet potatoes,1999,275000,534.0,34200.0,16.77,sweet potatoes
1217,Australia,Sweet potatoes,1999,275000,534.0,34200.0,19.75,sweet potatoes
1218,Australia,Sweet potatoes,1999,275000,534.0,34200.0,12.1,sweet potatoes
1219,Australia,Sweet potatoes,1999,275000,534.0,34200.0,14.2,sweet potatoes
1220,Australia,Sweet potatoes,1999,275000,534.0,34200.0,19.28,sweet potatoes
1221,Australia,Sweet potatoes,1999,275000,534.0,34200.0,17.55,sweet potatoes
1234,Australia,Potatoes,2000,284527,534.0,33475.0,17.08,potatoes
1235,Australia,Potatoes,2000,284527,534.0,33475.0,19.89,potatoes
1236,Australia,Potatoes,2000,284527,534.0,33475.0,12.09,potatoes
1237,Australia,Potatoes,2000,284527,534.0,33475.0,14.32,potatoes
1238,Australia,Potatoes,2000,284527,534.0,33475.0,19.07,potatoes
1239,Australia,Potatoes,2000,284527,534.0,33475.0,17.57,potatoes
1252,Australia,Soybeans,2000,18714,534.0,33475.0,17.08,soybeans
1253,Australia,Soybeans,2000,18714,534.0,33475.0,19.89,soybeans
1254,Australia,Soybeans,2000,18714,534.0,33475.0,12.09,soybeans
1255,Australia,Soybeans,2000,18714,534.0,33475.0,14.32,soybeans
1256,Australia,Soybeans,2000,18714,534.0,33475.0,19.07,soybeans
1257,Australia,Soybeans,2000,18714,534.0,33475.0,17.57,soybeans
1258,Australia,Sweet potatoes,2000,317647,534.0,33475.0,17.08,sweet potatoes
1259,Australia,Sweet potatoes,2000,317647,534.0,33475.0,19.89,sweet potatoes
1260,Australia,Sweet potatoes,2000,317647,534.0,33475.0,12.09,sweet potatoes
1261,Australia,Sweet potatoes,2000,317647,534.0,33475.0,14.32,sweet potatoes
1262,Australia,Sweet potatoes,2000,317647,534.0,33475.0,19.07,sweet potatoes
1263,Australia,Sweet potatoes,2000,317647,534.0,33475.0,17.57,sweet potatoes
1276,Australia,Potatoes,2001,328633,534.0,32710.0,16.63,potatoes
1277,Australia,Potatoes,2001,328633,534.0,32710.0,20.21,potatoes
1278,Australia,Potatoes,2001,328633,534.0,32710.0,12.29,potatoes
1279,Australia,Potatoes,2001,328633,534.0,32710.0,14.18,potatoes
1280,Australia,Potatoes,2001,328633,534.0,32710.0,18.39,potatoes
1281,Australia,Potatoes,2001,328633,534.0,32710.0,17.85,potatoes
1294,Australia,Soybeans,2001,14626,534.0,32710.0,16.63,soybeans
1295,Australia,Soybeans,2001,14626,534.0,32710.0,20.21,soybeans
1296,Australia,Soybeans,2001,14626,534.0,32710.0,12.29,soybeans
1297,Australia,Soybeans,2001,14626,534.0,32710.0,14.18,soybeans
1298,Australia,Soybeans,2001,14626,534.0,32710.0,18.39,soybeans
1299,Australia,Soybeans,2001,14626,534.0,32710.0,17.85,soybeans
1300,Australia,Sweet potatoes,2001,333333,534.0,32710.0,16.63,sweet potatoes
1301,Australia,Sweet potatoes,2001,333333,534.0,32710.0,20.21,sweet potatoes
1302,Australia,Sweet potatoes,2001,333333,534.0,32710.0,12.29,sweet potatoes
1303,Australia,Sweet potatoes,2001,333333,534.0,32710.0,14.18,sweet potatoes
1304,Australia,Sweet potatoes,2001,333333,534.0,32710.0,18.39,sweet potatoes
1305,Australia,Sweet potatoes,2001,333333,534.0,32710.0,17.85,sweet potatoes
1318,Australia,Potatoes,2002,351358,534.0,26651.0,16.63,potatoes
1319,Australia,Potatoes,2002,351358,534.0,26651.0,20.38,potatoes
1320,Australia,Potatoes,2002,351358,534.0,26651.0,12.31,potatoes
1321,Australia,Potatoes,2002,351358,534.0,26651.0,14.08,potatoes
1322,Australia,Potatoes,2002,351358,534.0,26651.0,18.93,potatoes
1323,Australia,Potatoes,2002,351358,534.0,26651.0,17.73,potatoes
1336,Australia,Soybeans,2002,19487,534.0,26651.0,16.63,soybeans
1337,Australia,Soybeans,2002,19487,534.0,26651.0,20.38,soybeans
1338,Australia,Soybeans,2002,19487,534.0,26651.0,12.31,soybeans
1339,Australia,Soybeans,2002,19487,534.0,26651.0,14.08,soybeans
1340,Australia,Soybeans,2002,19487,534.0,26651.0,18.93,soybeans
1341,Australia,Soybeans,2002,19487,534.0,26651.0,17.73,soybeans
1342,Australia,Sweet potatoes,2002,347368,534.0,26651.0,16.63,sweet potatoes
1343,Australia,Sweet potatoes,2002,347368,534.0,26651.0,20.38,sweet potatoes
1344,Australia,Sweet potatoes,2002,347368,534.0,26651.0,12.31,sweet potatoes
1345,Australia,Sweet potatoes,2002,347368,534.0,26651.0,14.08,sweet potatoes
1346,Australia,Sweet potatoes,2002,347368,534.0,26651.0,18.93,sweet potatoes
1347,Australia,Sweet potatoes,2002,347368,534.0,26651.0,17.73,sweet potatoes
1360,Australia,Potatoes,2004,362787,534.0,36276.0,16.64,potatoes
1361,Australia,Potatoes,2004,362787,534.0,36276.0,20.42,potatoes
1362,Australia,Potatoes,2004,362787,534.0,36276.0,12.35,potatoes
1363,Australia,Potatoes,2004,362787,534.0,36276.0,13.74,potatoes
1364,Australia,Potatoes,2004,362787,534.0,36276.0,18.87,potatoes
1365,Australia,Potatoes,2004,362787,534.0,36276.0,17.87,potatoes
1378,Australia,Soybeans,2004,22136,534.0,36276.0,16.64,soybeans
1379,Australia,Soybeans,2004,22136,534.0,36276.0,20.42,soybeans
1380,Australia,Soybeans,2004,22136,534.0,36276.0,12.35,soybeans
1381,Australia,Soybeans,2004,22136,534.0,36276.0,13.74,soybeans
1382,Australia,Soybeans,2004,22136,534.0,36276.0,18.87,soybeans
1383,Australia,Soybeans,2004,22136,534.0,36276.0,17.87,soybeans
1384,Australia,Sweet potatoes,2004,333333,534.0,36276.0,16.64,sweet potatoes
1385,Australia,Sweet potatoes,2004,333333,534.0,36276.0,20.42,sweet potatoes
1386,Australia,Sweet potatoes,2004,333333,534.0,36276.0,12.35,sweet potatoes
1387,Australia,Sweet potatoes,2004,333333,534.0,36276.0,13.74,sweet potatoes
1388,Australia,Sweet potatoes,2004,333333,534.0,36276.0,18.87,sweet potatoes
1389,Australia,Sweet potatoes,2004,333333,534.0,36276.0,17.87,sweet potatoes
1402,Australia,Potatoes,2005,344117,534.0,34310.0,16.93,potatoes
1403,Australia,Potatoes,2005,344117,534.0,34310.0,20.71,potatoes
1404,Australia,Potatoes,2005,344117,534.0,34310.0,12.48,potatoes
1405,Australia,Potatoes,2005,344117,534.0,34310.0,14.38,potatoes
1406,Australia,Potatoes,2005,344117,534.0,34310.0,18.26,potatoes
1407,Australia,Potatoes,2005,344117,534.0,34310.0,18.03,potatoes
1420,Australia,Soybeans,2005,16810,534.0,34310.0,16.93,soybeans
1421,Australia,Soybeans,2005,16810,534.0,34310.0,20.71,soybeans
1422,Australia,Soybeans,2005,16810,534.0,34310.0,12.48,soybeans
1423,Australia,Soybeans,2005,16810,534.0,34310.0,14.38,soybeans
1424,Australia,Soybeans,2005,16810,534.0,34310.0,18.26,soybeans
1425,Australia,Soybeans,2005,16810,534.0,34310.0,18.03,soybeans
1426,Australia,Sweet potatoes,2005,336000,534.0,34310.0,16.93,sweet potatoes
1427,Australia,Sweet potatoes,2005,336000,534.0,34310.0,20.71,sweet potatoes
1428,Australia,Sweet potatoes,2005,336000,534.0,34310.0,12.48,sweet potatoes
1429,Australia,Sweet potatoes,2005,336000,534.0,34310.0,14.38,sweet potatoes
1430,Australia,Sweet potatoes,2005,336000,534.0,34310.0,18.26,sweet potatoes
1431,Australia,Sweet potatoes,2005,336000,534.0,34310.0,18.03,sweet potatoes
1444,Australia,Potatoes,2006,354317,534.0,35900.0,16.75,potatoes
1445,Australia,Potatoes,2006,354317,534.0,35900.0,20.17,potatoes
1446,Australia,Potatoes,2006,354317,534.0,35900.0,12.51,potatoes
1447,Australia,Potatoes,2006,354317,534.0,35900.0,13.99,potatoes
1448,Australia,Potatoes,2006,354317,534.0,35900.0,18.99,potatoes
1449,Australia,Potatoes,2006,354317,534.0,35900.0,17.75,potatoes
1462,Australia,Soybeans,2006,20993,534.0,35900.0,16.75,soybeans
1463,Australia,Soybeans,2006,20993,534.0,35900.0,20.17,soybeans
1464,Australia,Soybeans,2006,20993,534.0,35900.0,12.51,soybeans
1465,Australia,Soybeans,2006,20993,534.0,35900.0,13.99,soybeans
1466,Australia,Soybeans,2006,20993,534.0,35900.0,18.99,soybeans
1467,Australia,Soybeans,2006,20993,534.0,35900.0,17.75,soybeans
1468,Australia,Sweet potatoes,2006,278748,534.0,35900.0,16.75,sweet potatoes
1469,Australia,Sweet potatoes,2006,278748,534.0,35900.0,20.17,sweet potatoes
1470,Australia,Sweet potatoes,2006,278748,534.0,35900.0,12.51,sweet potatoes
1471,Australia,Sweet potatoes,2006,278748,534.0,35900.0,13.99,sweet potatoes
1472,Australia,Sweet potatoes,2006,278748,534.0,35900.0,18.99,sweet potatoes
1473,Australia,Sweet potatoes,2006,278748,534.0,35900.0,17.75,sweet potatoes
1486,Australia,Potatoes,2007,355463,534.0,32446.25,17.49,potatoes
1487,Australia,Potatoes,2007,355463,534.0,32446.25,20.31,potatoes
1488,Australia,Potatoes,2007,355463,534.0,32446.25,12.83,potatoes
1489,Australia,Potatoes,2007,355463,534.0,32446.25,14.99,potatoes
1490,Australia,Potatoes,2007,355463,534.0,32446.25,18.84,potatoes
1491,Australia,Potatoes,2007,355463,534.0,32446.25,18.02,potatoes
1504,Australia,Soybeans,2007,19730,534.0,32446.25,17.49,soybeans
1505,Australia,Soybeans,2007,19730,534.0,32446.25,20.31,soybeans
1506,Australia,Soybeans,2007,19730,534.0,32446.25,12.83,soybeans
1507,Australia,Soybeans,2007,19730,534.0,32446.25,14.99,soybeans
1508,Australia,Soybeans,2007,19730,534.0,32446.25,18.84,soybeans
1509,Australia,Soybeans,2007,19730,534.0,32446.25,18.02,soybeans
1510,Australia,Sweet potatoes,2007,346237,534.0,32446.25,17.49,sweet potatoes
1511,Australia,Sweet potatoes,2007,346237,534.0,32446.25,20.31,sweet potatoes
1512,Australia,Sweet potatoes,2007,346237,534.0,32446.25,12.83,sweet potatoes
1513,Australia,Sweet potatoes,2007,346237,534.0,32446.25,14.99,sweet potatoes
1514,Australia,Sweet potatoes,2007,346237,534.0,32446.25,18.84,sweet potatoes
1515,Australia,Sweet potatoes,2007,346237,534.0,32446.25,18.02,sweet potatoes
1528,Australia,Potatoes,2008,381224,534.0,42935.38,16.7,potatoes
1529,Australia,Potatoes,2008,381224,534.0,42935.38,19.79,potatoes
1530,Australia,Potatoes,2008,381224,534.0,42935.38,12.0,potatoes
1531,Australia,Potatoes,2008,381224,534.0,42935.38,14.11,potatoes
1532,Australia,Potatoes,2008,381224,534.0,42935.38,18.78,potatoes
1533,Australia,Potatoes,2008,381224,534.0,42935.38,17.32,potatoes
1546,Australia,Soybeans,2008,23289,534.0,42935.38,16.7,soybeans
1547,Australia,Soybeans,2008,23289,534.0,42935.38,19.79,soybeans
1548,Australia,Soybeans,2008,23289,534.0,42935.38,12.0,soybeans
1549,Australia,Soybeans,2008,23289,534.0,42935.38,14.11,soybeans
1550,Australia,Soybeans,2008,23289,534.0,42935.38,18.78,soybeans
1551,Australia,Soybeans,2008,23289,534.0,42935.38,17.32,soybeans
1552,Australia,Sweet potatoes,2008,266530,534.0,42935.38,16.7,sweet potatoes
1553,Australia,Sweet potatoes,2008,266530,534.0,42935.38,19.79,sweet potatoes
1554,Australia,Sweet potatoes,2008,266530,534.0,42935.38,12.0,sweet potatoes
1555,Australia,Sweet potatoes,2008,266530,534.0,42935.38,14.11,sweet potatoes
1556,Australia,Sweet potatoes,2008,266530,534.0,42935.38,18.78,sweet potatoes
1557,Australia,Sweet potatoes,2008,266530,534.0,42935.38,17.32,sweet potatoes
